Wavelength;A3791_e;A3792_e;A3793_e;A3797_e;A3798_e;A3799_c;A3800_e;A3801_e;A3803_c;A3804_e;A3805_e;A3694_c;A3705_e;A3710_e;A3476_e;A3479_e;A3480_c;A3484_c;A3394_e;A3232_e;A3244_c;A3149_e;A3151_e;A3154_e;A3049_e;A3051_e;A3094_c;A3100_e;A3115_c;A2751;A2752;A2759;A2760;A2761;A2762;A2763;A2764;A2765;A2814;A2543;A2548;A2550;A2554;A2555;A2556;A2561;A2565;A2567;A2568;A2570;A2575;A2605;A2607;A261;A2617;A2619;A2620;A2621;A2622;A2625;A2627;A2643;A2650;A2651
486;0.07492668;0.059040419;0.181046862;0.165931571;0.16626891;0.750334931;0.141509918;0.159527098;0.693848243;0.260537098;0.105471004;1.93715643;0.642272086;0.466991414;0.167387433;0.209288306;0.286448166;0.402793683;0.342553517;0.16436965;0.405891647;0.327714737;0.157726201;0.094109311;0.205680127;0.093459346;0.908475968;0.128898948;0.52860992;0.196655427;0.105279695;0.620223187;0.222675476;0.473101094;0.512177401;0.212942767;0.332522611;0.224555732;0.791661537;0.730900078;0.57919295;1.11443577;0.709387634;0.356813949;0.32173306;0.362840349;0.446986489;1.183547748;0.465844847;0.394820917;0.452757121;0.65966961;0.336795914;0.378624836;0.318090427;0.286098551;0.340211584;0.26350663;0.559817686;0.380614829;0.77488942;0.450590235;1.02968523;0.409039507
487;0.075657619;0.060007527;0.184248698;0.16874817;0.169009772;0.749360608;0.143623555;0.163180455;0.692949659;0.264167416;0.107281124;1.937278059;0.657691994;0.477155784;0.170604167;0.210781899;0.286218254;0.402170139;0.345655495;0.168052227;0.405389332;0.333622456;0.159443848;0.095768338;0.208506505;0.094037914;0.907149707;0.130143079;0.527638782;0.196426044;0.105026246;0.618572212;0.222568375;0.472372953;0.511198559;0.212616302;0.331788016;0.224408465;0.789594668;0.731524291;0.57964376;1.115191347;0.709680459;0.356942124;0.321905719;0.362772161;0.446980462;1.184791574;0.466305658;0.395276901;0.45248081;0.660747165;0.337042917;0.37890944;0.318663202;0.28671469;0.340699876;0.26376185;0.560772914;0.381080421;0.774760342;0.450703947;1.031112821;0.409584803
488;0.076360229;0.060837543;0.187449797;0.17150934;0.171638352;0.748761684;0.14580067;0.166644952;0.69202328;0.26775907;0.109015332;1.93774279;0.672594749;0.487032885;0.17369532;0.212250151;0.285861853;0.401587185;0.3486396;0.171469773;0.404928577;0.339455923;0.160971054;0.097460294;0.211314039;0.094680404;0.905933609;0.131641612;0.526370438;0.196258449;0.104868948;0.616748823;0.222486238;0.471550726;0.510151969;0.212371376;0.330983087;0.224244385;0.787275544;0.731509532;0.580451672;1.115465772;0.709625815;0.357158911;0.322231204;0.362625953;0.447175338;1.185778677;0.466822147;0.395814919;0.452179139;0.661758096;0.337255904;0.379189989;0.319235901;0.287299777;0.341236942;0.264000821;0.561157992;0.381584937;0.774745857;0.450839976;1.032775493;0.40991424
489;0.077025188;0.061659327;0.190658401;0.174164548;0.174186889;0.7481701;0.147894031;0.17005251;0.691158273;0.271294651;0.110739034;1.939252318;0.687099537;0.496415138;0.176590574;0.213701457;0.285431995;0.400978477;0.351448999;0.174694435;0.404444008;0.345138662;0.162443448;0.099065398;0.213954713;0.095255739;0.904501602;0.133082564;0.525015809;0.196085683;0.104745628;0.614896141;0.222388382;0.470639429;0.508934476;0.212157536;0.330165435;0.22402253;0.784652259;0.731297037;0.580846759;1.115788968;0.709496908;0.357274452;0.322598605;0.362380574;0.447230118;1.186684141;0.467304711;0.396417743;0.452018565;0.662771432;0.33747696;0.379469601;0.319801181;0.287855992;0.341741877;0.264247652;0.561483619;0.382019196;0.774741755;0.451101003;1.034350621;0.410037095
490;0.077645885;0.062558287;0.193836611;0.176722215;0.176679696;0.747372209;0.149814987;0.17350397;0.69045445;0.274726856;0.112486346;1.941715015;0.701410521;0.505349673;0.179318091;0.215120683;0.284983732;0.400278322;0.354140083;0.177861032;0.403882683;0.35058318;0.163981015;0.100507836;0.21636511;0.095695991;0.90277924;0.134204379;0.523734255;0.19586215;0.10457639;0.61299825;0.222234916;0.46962891;0.507514766;0.211880882;0.329317359;0.223711267;0.781731476;0.731159699;0.580544961;1.116501481;0.709452589;0.357225184;0.322886871;0.362069504;0.446996251;1.187771181;0.467742938;0.397088665;0.452102365;0.663823668;0.33767826;0.379719285;0.320367749;0.288371288;0.342112042;0.264499457;0.56186313;0.382310004;0.774733317;0.451541678;1.035867746;0.410015099
491;0.078277025;0.063381574;0.196843424;0.179273118;0.17903128;0.746790133;0.151716657;0.176818783;0.689793096;0.278001415;0.114167636;1.943863063;0.715913852;0.514436141;0.182045235;0.216555028;0.284565082;0.399536727;0.356901602;0.181079488;0.403222302;0.355663848;0.165428183;0.101801578;0.21888021;0.096200796;0.901368035;0.13527425;0.522233414;0.195683887;0.104394482;0.610811028;0.222088119;0.468501966;0.506173844;0.211555562;0.328275505;0.223379969;0.77873483;0.730924332;0.580967766;1.117109793;0.709529724;0.357423575;0.323239477;0.361937958;0.447109731;1.189048087;0.46827632;0.397973304;0.452302334;0.664905106;0.337758639;0.379957871;0.321005833;0.288839273;0.342496989;0.264791241;0.562011483;0.38273533;0.77502478;0.452046187;1.038169899;0.410172226
492;0.078789351;0.064138873;0.199761878;0.181754495;0.181296571;0.746130873;0.153553848;0.179967767;0.689007641;0.28113344;0.115753511;1.946791293;0.729562961;0.523132572;0.184636631;0.21778143;0.284104714;0.398793676;0.359550995;0.184042182;0.402679538;0.360635543;0.166785846;0.103116379;0.221231397;0.096628084;0.899958989;0.136437809;0.520823531;0.195497575;0.104241439;0.608642291;0.22182661;0.46724817;0.504767856;0.211115875;0.32726381;0.22304919;0.775556379;0.730468218;0.581749502;1.117920843;0.709578825;0.357597769;0.323498839;0.361749227;0.447296212;1.190349168;0.468831672;0.398833079;0.452486745;0.665728928;0.337804776;0.380078877;0.321547132;0.289227067;0.34270678;0.264930248;0.561697382;0.382837755;0.77531404;0.452539946;1.04057686;0.410162242
493;0.079211204;0.064835157;0.202585178;0.184110816;0.183451184;0.745416352;0.155315148;0.182935458;0.688341389;0.284110567;0.117253048;1.950582703;0.742409052;0.531415699;0.187102262;0.218846844;0.283592069;0.398037434;0.362036807;0.186737615;0.402192278;0.365429198;0.168088632;0.104434497;0.223370593;0.097048963;0.898488434;0.137607515;0.519493635;0.195289333;0.104058222;0.606401484;0.221491381;0.465891082;0.503274179;0.210603282;0.326220421;0.222637417;0.772176663;0.729775587;0.582533225;1.11875353;0.709549192;0.357691472;0.323675878;0.361494874;0.447411699;1.191480871;0.469434523;0.399598709;0.452716914;0.666250477;0.337872524;0.380127293;0.321991588;0.289534592;0.342798493;0.265025582;0.56118796;0.382700681;0.775544993;0.45307337;1.042657115;0.40998777
494;0.079641566;0.065482039;0.205265701;0.186312368;0.185441125;0.744781706;0.156997134;0.185728399;0.688120815;0.286913728;0.118699731;1.954749746;0.755019843;0.539468238;0.189496335;0.219935771;0.283045996;0.397230035;0.364386579;0.189306863;0.401569807;0.369834769;0.169381839;0.105638129;0.225371695;0.097596657;0.897013947;0.138572643;0.518078415;0.195066952;0.103757771;0.603860164;0.22119061;0.464467576;0.501714236;0.21010613;0.324965367;0.222041308;0.768634059;0.72890049;0.582999066;1.119228973;0.709444954;0.357746067;0.32386822;0.361282888;0.447404007;1.192312943;0.470119705;0.400299821;0.453135271;0.66657357;0.337980784;0.380207884;0.322411822;0.289779423;0.342926937;0.265292163;0.560918392;0.382652497;0.775798687;0.453730898;1.044233374;0.409813377
495;0.080023653;0.066128053;0.207811823;0.188511545;0.187322973;0.743871291;0.158543955;0.188416198;0.687384155;0.289597934;0.120115692;1.958809397;0.767127937;0.546895719;0.191593742;0.221078434;0.282441171;0.396378934;0.366686676;0.191784493;0.400894985;0.374013942;0.170606673;0.106692755;0.227373171;0.097967775;0.895570036;0.139300875;0.516601221;0.194852703;0.103509749;0.601479228;0.220817911;0.462959668;0.499958021;0.20958799;0.323657109;0.221453473;0.765054679;0.727882284;0.583489456;1.119483093;0.709261714;0.357680629;0.324136262;0.36117702;0.447524649;1.193377873;0.470577379;0.401004343;0.45360093;0.666845739;0.33799496;0.380210637;0.322709182;0.289968569;0.342916856;0.26539956;0.560305973;0.382523013;0.776165732;0.454274034;1.046156387;0.409555939
496;0.080320428;0.0667366;0.21026637;0.190732524;0.189130951;0.74300315;0.159996986;0.190984432;0.686715146;0.292083134;0.121497307;1.96268101;0.778680009;0.553984357;0.19353271;0.222157249;0.281844703;0.395503346;0.368899715;0.193971641;0.400194697;0.377817298;0.171715994;0.107680531;0.229132874;0.09826843;0.894048052;0.139948031;0.515152011;0.194600815;0.103190103;0.599060521;0.220431436;0.461331247;0.498141206;0.209010236;0.322325961;0.220929504;0.761472555;0.726847754;0.58371112;1.120097468;0.708987389;0.357508019;0.324209897;0.360864485;0.447496032;1.194228302;0.471009707;0.40159177;0.454111212;0.666877852;0.337873968;0.380068541;0.322788623;0.290065967;0.342741521;0.265372308;0.559259634;0.382177856;0.776588477;0.454699388;1.048231096;0.409141774
497;0.080515373;0.067265087;0.212623417;0.192873498;0.190816412;0.742271331;0.16136597;0.193358174;0.686313139;0.294279814;0.122807284;1.966279333;0.789485391;0.560724946;0.195351065;0.223059501;0.281254512;0.394582467;0.37101402;0.195804463;0.3994611;0.38114768;0.172721878;0.108625469;0.2305653;0.098582428;0.892348173;0.140619103;0.513736328;0.194325914;0.102774906;0.596496673;0.220046367;0.45959375;0.496324752;0.208370325;0.320968784;0.220406573;0.757892458;0.725779388;0.583651999;1.121017049;0.708609087;0.357288402;0.324047765;0.360338833;0.447255308;1.194668736;0.471490372;0.402061957;0.454641687;0.666622339;0.337647753;0.379807086;0.322692322;0.290058434;0.342454961;0.265324512;0.557924485;0.381616311;0.777022922;0.455088845;1.050081349;0.408583048
498;0.080619976;0.067672806;0.214800067;0.194647666;0.192197185;0.74127355;0.162596236;0.19537421;0.685428698;0.296102664;0.123965692;1.969404949;0.799128812;0.566497372;0.196850686;0.223698572;0.280533783;0.393513532;0.373117476;0.197479602;0.398620822;0.384047936;0.173742763;0.109435471;0.231917706;0.098884949;0.890377389;0.141308438;0.512200252;0.194165387;0.102455757;0.593950597;0.219569884;0.45783253;0.494382992;0.207718449;0.319542867;0.219639921;0.754294254;0.724382804;0.583883714;1.121017239;0.708104334;0.357140906;0.324051622;0.360177158;0.447193646;1.195091674;0.471765057;0.402657077;0.455103795;0.666328328;0.337440117;0.37958973;0.322691777;0.289977327;0.342213631;0.265454906;0.556728745;0.381046502;0.777473896;0.455619797;1.051198255;0.408021231
499;0.080664771;0.068060374;0.216762943;0.19631538;0.193426861;0.74021829;0.163659077;0.197270314;0.684653566;0.29770971;0.124948499;1.972255458;0.807685301;0.571748899;0.198138227;0.224290268;0.279800468;0.392521994;0.374793401;0.199033803;0.397946221;0.386598698;0.174575787;0.110131682;0.233061852;0.099068083;0.888613693;0.141911956;0.510675737;0.193898632;0.102201988;0.591402203;0.219163268;0.456085074;0.492557744;0.207135822;0.318192873;0.218989731;0.750646444;0.723173012;0.58406742;1.121326901;0.707599512;0.357022306;0.323927116;0.359947189;0.447092657;1.195539962;0.472213748;0.40315457;0.455573859;0.665912915;0.3371879;0.379398201;0.322547589;0.289823111;0.341971351;0.265582421;0.555534196;0.380422646;0.778019121;0.456176996;1.052535087;0.407528145
500;0.080630368;0.068433975;0.218520463;0.197905044;0.194520611;0.73897944;0.164525711;0.198950463;0.683906765;0.29906437;0.125787782;1.97462119;0.815224181;0.576637457;0.199287949;0.224849795;0.279081452;0.391552956;0.376189172;0.200372863;0.39728252;0.3887676;0.175259719;0.110680056;0.234042761;0.09921963;0.886906502;0.142300797;0.509096487;0.19356806;0.101965319;0.588763475;0.218718286;0.454330497;0.49070505;0.206557928;0.316826317;0.218347344;0.746907258;0.72216867;0.583933079;1.121891136;0.707061905;0.356852152;0.323719032;0.359612613;0.446939876;1.195670273;0.47265829;0.403533157;0.456007821;0.665375049;0.336936964;0.379179416;0.322291211;0.289591441;0.341625363;0.265644322;0.554260006;0.379769283;0.778628931;0.45662607;1.053793774;0.407051655
501;0.080492678;0.068758561;0.220070961;0.199349978;0.195445234;0.737372493;0.165187427;0.200259402;0.682936612;0.300082629;0.126537474;1.976098707;0.821852131;0.581163422;0.200304423;0.225319358;0.278356545;0.390480159;0.37756794;0.201367782;0.396393279;0.390445653;0.175885712;0.111041291;0.234934025;0.099447703;0.884958427;0.142423797;0.50739323;0.193267507;0.101678665;0.585972619;0.218107595;0.452508982;0.488626484;0.205885561;0.31532224;0.21751579;0.743076339;0.72121135;0.583368731;1.122199387;0.706469025;0.356565876;0.323545016;0.359283053;0.446762812;1.195179388;0.47280761;0.403832207;0.456340624;0.664709024;0.336732157;0.378902157;0.322015303;0.289273692;0.341107738;0.265645243;0.552882002;0.37910619;0.779235589;0.456885434;1.054366099;0.4065108
502;0.08030078;0.068973849;0.221247564;0.200499608;0.196160986;0.735486573;0.165703448;0.201338125;0.681846999;0.300793845;0.127240483;1.975899068;0.827789673;0.585015642;0.200864642;0.225668747;0.277527006;0.389350979;0.378684153;0.201981246;0.395438903;0.391367958;0.176353814;0.111213617;0.2356858;0.099579546;0.882979042;0.142597057;0.505840794;0.192844861;0.101245335;0.583240186;0.217604304;0.450502138;0.486551839;0.205142657;0.313871676;0.216707854;0.739356635;0.720191231;0.58292961;1.121755288;0.706163724;0.356259867;0.323304712;0.359123461;0.446443626;1.194673285;0.472799764;0.404047227;0.456626013;0.663770008;0.336438522;0.378745545;0.321645092;0.288848103;0.340648035;0.265709464;0.551619098;0.378340949;0.779790766;0.457181366;1.054352685;0.405952155
503;0.080033053;0.0691213;0.222171368;0.20150928;0.196662693;0.733384554;0.16606478;0.202161867;0.680496078;0.301191599;0.127724171;1.975900885;0.832410187;0.588269107;0.20130576;0.225846535;0.276733311;0.388232765;0.379575469;0.20238732;0.394483082;0.391724999;0.1766982;0.111333692;0.236124977;0.09974195;0.880807388;0.142892776;0.504236668;0.192508542;0.100839742;0.580671864;0.217083291;0.448558198;0.484656979;0.204366921;0.312431611;0.215953686;0.735911257;0.719326505;0.582612833;1.12122181;0.705797231;0.355939908;0.323032835;0.358957844;0.446194675;1.194267021;0.472888578;0.404100935;0.456743313;0.662751275;0.336120473;0.378551068;0.321205459;0.288389319;0.34013714;0.265838748;0.550419893;0.377554436;0.780354842;0.457410035;1.054391768;0.40539442
504;0.07968921;0.069223367;0.222877408;0.202322811;0.196945503;0.731098531;0.166241792;0.202708305;0.678933932;0.301268344;0.127968301;1.975965588;0.835525319;0.590748611;0.201645801;0.225871856;0.275980741;0.387116149;0.380178413;0.20262596;0.393529522;0.391652954;0.176872798;0.111392794;0.236269017;0.099901801;0.878433698;0.143173053;0.502515541;0.192270907;0.100517634;0.57821227;0.216514477;0.446728968;0.482896791;0.203605283;0.310976148;0.21523862;0.732666039;0.718684153;0.582230566;1.120780927;0.705397544;0.355611888;0.322744944;0.358773461;0.446026227;1.193968076;0.473122254;0.404018184;0.45672657;0.66172256;0.33584059;0.378301504;0.320712171;0.287925507;0.33957227;0.26599904;0.549294358;0.376840547;0.780920067;0.457570179;1.054350493;0.40487553
505;0.079296057;0.06927417;0.223288048;0.202644455;0.197001061;0.728631558;0.1661877;0.202965561;0.677422647;0.301015273;0.128124341;1.973690231;0.837461129;0.592000744;0.201527994;0.225836862;0.275120236;0.385912079;0.380311024;0.202581362;0.392524655;0.391194979;0.17674317;0.111222128;0.236340633;0.099842159;0.876029911;0.143102105;0.500789784;0.191918581;0.100191084;0.575650708;0.215992992;0.444839594;0.481002798;0.202911357;0.309515233;0.214512548;0.72931244;0.718151268;0.581446068;1.12003262;0.705421337;0.355286808;0.322428913;0.358749351;0.445717959;1.193695474;0.473320785;0.403933856;0.45677739;0.660604213;0.335645196;0.378148523;0.320166378;0.287430185;0.339083715;0.266128318;0.548336685;0.376292918;0.781398438;0.457784415;1.053266885;0.404454557
506;0.078833351;0.069196697;0.223315792;0.202787775;0.196817235;0.725823492;0.165897707;0.202956461;0.675469717;0.300310805;0.128069386;1.97000052;0.838470324;0.592769589;0.201193446;0.22571769;0.274200888;0.384580348;0.380363313;0.202311824;0.391485403;0.39021849;0.176625514;0.110902796;0.2362748;0.099609784;0.8733797;0.142932012;0.498910937;0.191543331;0.099731029;0.572899257;0.215458754;0.442903124;0.478961974;0.2021336;0.308099882;0.213653472;0.725992498;0.717704064;0.580414738;1.119352932;0.704770157;0.354833667;0.322034108;0.358634428;0.445310195;1.192534366;0.473115611;0.403827644;0.456532621;0.659461929;0.335443678;0.378007347;0.319527917;0.286845016;0.338647741;0.266296253;0.547576459;0.375628834;0.781716206;0.457662447;1.052359985;0.404105882
507;0.078263721;0.069077156;0.222982588;0.202649154;0.19641017;0.722610802;0.165433788;0.20261615;0.673453353;0.299318092;0.127856407;1.965245154;0.838351853;0.592990253;0.200630295;0.225431175;0.273252194;0.383191104;0.380249814;0.201835483;0.390422488;0.388703206;0.176426397;0.110438885;0.23596591;0.099406351;0.870529295;0.142689898;0.497039167;0.191182303;0.099281581;0.570097152;0.214936348;0.4409721;0.476908119;0.201302269;0.30672616;0.212787476;0.72269345;0.717314016;0.579369555;1.118299095;0.703888727;0.354370211;0.321641227;0.358500454;0.444841722;1.190731157;0.472691178;0.403664117;0.456197708;0.658365283;0.335237053;0.377915048;0.318906638;0.286249;0.338260946;0.266509797;0.547056496;0.375076753;0.78195801;0.45738239;1.051286017;0.403878854
508;0.077574193;0.068972917;0.222355356;0.202129176;0.195801357;0.719114358;0.164841389;0.20192315;0.67159235;0.298147152;0.127529439;1.959711768;0.836946991;0.592496479;0.199807985;0.224936002;0.272292196;0.381809823;0.379803661;0.201129264;0.389307788;0.386671078;0.176009085;0.109840633;0.235376806;0.099350339;0.867533092;0.142363794;0.49527275;0.190825283;0.098947747;0.567376002;0.214437889;0.439078806;0.474936066;0.200493417;0.305352474;0.212032668;0.719435885;0.717023743;0.578475404;1.116623627;0.703371347;0.354008777;0.321293657;0.358452262;0.44436645;1.188874128;0.472318534;0.403393836;0.455977812;0.657307355;0.335042789;0.377900799;0.318385583;0.285702033;0.337915323;0.266740507;0.546821919;0.374827832;0.782199204;0.457174786;1.049598981;0.403791089
509;0.076834708;0.06871745;0.221558593;0.201468294;0.195001777;0.715993634;0.164065242;0.201053337;0.66887472;0.296510247;0.126961882;1.953792097;0.834632811;0.591483932;0.19882829;0.224377145;0.271313339;0.380393729;0.378978812;0.200069761;0.387990698;0.384178923;0.175427253;0.109195386;0.234756966;0.099188135;0.864264678;0.141995704;0.493272851;0.190344377;0.098469186;0.564644834;0.213872589;0.437149574;0.472879973;0.199780383;0.30386112;0.211288206;0.716473702;0.717105696;0.577604175;1.115296763;0.703055278;0.353635514;0.320774147;0.358447466;0.443967714;1.18762534;0.472079244;0.402921619;0.455625556;0.65599849;0.334848342;0.377866437;0.317840291;0.285071164;0.337564411;0.266882977;0.546920101;0.374540165;0.782327424;0.4569664;1.04765227;0.403698221
510;0.076054411;0.068400715;0.220368853;0.200535355;0.194035479;0.712457235;0.163072565;0.19995159;0.666143809;0.29455259;0.126293396;1.947212517;0.831217012;0.589697299;0.197598007;0.223640538;0.270279386;0.378931422;0.377933004;0.198699011;0.386567074;0.381188994;0.174742262;0.108384714;0.233758266;0.098875149;0.860781008;0.141466193;0.491221569;0.189802757;0.098085087;0.561907731;0.213295909;0.435208919;0.470806943;0.199094208;0.302379821;0.210492677;0.713492825;0.717313239;0.576878927;1.113994672;0.702770054;0.353366198;0.320517738;0.358463797;0.443608658;1.186542925;0.471728363;0.402490138;0.455249256;0.654942865;0.334706701;0.377993353;0.317385756;0.284568808;0.337388154;0.267113156;0.547422565;0.374440911;0.782564469;0.456802787;1.04620017;0.403770103
511;0.075225952;0.068044335;0.218785093;0.1992101;0.192859278;0.708449145;0.161890621;0.198578477;0.663546526;0.292334082;0.125520883;1.94010712;0.82669919;0.587135135;0.196102727;0.222750949;0.26922548;0.377422572;0.376668443;0.197108082;0.385112546;0.377757339;0.173945916;0.107458744;0.232434215;0.098469056;0.857003116;0.140819302;0.489175945;0.189287166;0.097745382;0.559109053;0.212764746;0.433282535;0.468741647;0.198363747;0.300961061;0.209648508;0.710384761;0.717408334;0.576162442;1.112283929;0.702292341;0.353152298;0.320386083;0.358425679;0.443241596;1.185106456;0.471207629;0.402134967;0.454864384;0.6541134;0.334624039;0.378243001;0.317033321;0.284247263;0.337370002;0.267450636;0.548221519;0.374586244;0.782828296;0.456583703;1.044911834;0.403985693
512;0.074332476;0.067622139;0.216950809;0.197423036;0.191400485;0.704416336;0.160585198;0.196914941;0.660730834;0.289854605;0.124547206;1.932800914;0.821233795;0.583976377;0.194391049;0.221820393;0.268220473;0.375871378;0.375079869;0.195410012;0.383676567;0.373998103;0.172987717;0.106558891;0.231100087;0.098095557;0.852805821;0.140200654;0.487100056;0.188884004;0.097226342;0.556175574;0.212325518;0.431397564;0.466680602;0.197537228;0.299595565;0.208808012;0.707211488;0.717230377;0.57516938;1.109767255;0.701437885;0.352844676;0.319893417;0.358249595;0.442821721;1.182920942;0.470617304;0.401753163;0.454434476;0.653151162;0.334576417;0.378433924;0.316729132;0.284034677;0.337370534;0.267795703;0.549106448;0.374910624;0.78284278;0.456136097;1.042791071;0.404209789
513;0.073381951;0.067144413;0.214685859;0.195593467;0.189828627;0.700070891;0.159112706;0.195021061;0.657640431;0.287139636;0.12342545;1.923946857;0.815058821;0.580211273;0.192521793;0.220728446;0.267059028;0.374199649;0.373156677;0.193533942;0.382175091;0.369818589;0.171941454;0.105353044;0.229536106;0.097763402;0.848706936;0.139479002;0.484966642;0.188468154;0.096859131;0.553347169;0.211892269;0.429605729;0.464656654;0.196819867;0.298212053;0.208032211;0.704190867;0.717487385;0.574112491;1.107448172;0.700991114;0.352561227;0.319575243;0.358231823;0.442420812;1.181880702;0.470265627;0.401494395;0.454129061;0.652546257;0.334608335;0.378666194;0.316588548;0.28382895;0.337586671;0.268033407;0.550315865;0.375478078;0.782763844;0.455725539;1.040721445;0.404708009
514;0.07242609;0.066627141;0.212065181;0.19362869;0.188105207;0.695582311;0.157518902;0.192954135;0.654438506;0.284161449;0.122214677;1.915109021;0.80799655;0.575836338;0.190505954;0.21953969;0.26586899;0.372477019;0.371069447;0.191396653;0.380568437;0.36529794;0.170756328;0.104077608;0.227729963;0.097309316;0.84429658;0.138643288;0.482572994;0.188008235;0.096474967;0.550422524;0.211429758;0.427632165;0.462569831;0.196046203;0.296809043;0.207224485;0.70109268;0.717788375;0.573336726;1.105127232;0.700256259;0.352329255;0.319431531;0.358290544;0.442093405;1.180786024;0.46990508;0.401163219;0.453911119;0.6521447;0.334702504;0.378969188;0.316492207;0.283661433;0.337871438;0.268297167;0.551565061;0.376062096;0.782559534;0.455263244;1.038617354;0.405217656
515;0.071465438;0.066078683;0.209176928;0.191399187;0.186181679;0.691097557;0.155832308;0.190733065;0.651232863;0.28094078;0.120930054;1.907005293;0.800050192;0.570932722;0.188334097;0.218308459;0.264732837;0.370759875;0.368887809;0.189016475;0.378863387;0.360493537;0.169442113;0.102886951;0.225721741;0.09669429;0.839397856;0.137697814;0.479917794;0.187505584;0.095966929;0.54732245;0.210932384;0.425441899;0.460378199;0.19515281;0.295381422;0.206341013;0.697770738;0.717873728;0.572905056;1.102653565;0.699105543;0.352180488;0.319356071;0.358301241;0.441822607;1.178995803;0.469436844;0.400708687;0.453698208;0.651830473;0.334834801;0.379346498;0.31638946;0.283597528;0.338143267;0.268648063;0.552714368;0.376538646;0.782292246;0.454735512;1.036494529;0.405598091
516;0.070364818;0.06548968;0.206044466;0.188854819;0.184043886;0.686565476;0.154006673;0.188285811;0.647946369;0.277620838;0.119484461;1.897441011;0.791783803;0.565785462;0.18594849;0.217006917;0.263513325;0.369018345;0.366404228;0.186641886;0.37713999;0.355328248;0.168193315;0.101564857;0.22360386;0.096220603;0.83463596;0.136630099;0.477482257;0.186993816;0.095536484;0.544390581;0.210436163;0.423640786;0.458203466;0.194432878;0.293883511;0.205517794;0.694402512;0.718138497;0.572157342;1.100388465;0.699201836;0.352221576;0.319182525;0.358182202;0.441436425;1.17816235;0.469290082;0.400507487;0.45337137;0.651777507;0.334993474;0.379785626;0.316460707;0.283738398;0.338587094;0.268900967;0.554136974;0.377072345;0.782310771;0.454423483;1.034850054;0.406154943
517;0.069259501;0.064843396;0.202652473;0.186244681;0.181817756;0.681983567;0.152113054;0.185713841;0.644331044;0.274062461;0.117939975;1.88829189;0.782668133;0.560059524;0.183564213;0.215598277;0.262293671;0.367287943;0.363698438;0.18409238;0.375420968;0.350024492;0.166792616;0.100181258;0.221201316;0.095591189;0.829781603;0.135460964;0.474962258;0.186455737;0.095048789;0.541356612;0.20991102;0.42175618;0.45598588;0.193667128;0.292329748;0.204578202;0.690951138;0.718569437;0.572179405;1.098368083;0.699422511;0.352102512;0.319164745;0.357961631;0.441072761;1.177461104;0.46923981;0.400349351;0.453104216;0.652044938;0.335132735;0.380151383;0.316585991;0.283910139;0.339034572;0.269139819;0.555416648;0.377799067;0.782266755;0.454123841;1.03402795;0.40670199
518;0.068175283;0.064180037;0.198993926;0.183534315;0.179495049;0.677275459;0.150154754;0.18303941;0.640599506;0.270368804;0.116333694;1.878642048;0.772839389;0.553796143;0.181102214;0.214148854;0.261058333;0.365510054;0.360774904;0.181366495;0.373726596;0.344610099;0.1652986;0.098753716;0.218599993;0.094929698;0.824850171;0.134303445;0.472403711;0.185923709;0.09451337;0.538144529;0.209391504;0.419740275;0.453657962;0.192861978;0.290745825;0.203573223;0.687406024;0.719034067;0.572453087;1.096646837;0.699253226;0.351951088;0.319241223;0.357778227;0.440832179;1.177025494;0.469148791;0.400246408;0.452894565;0.652548241;0.33529676;0.380491574;0.316763093;0.284118324;0.339494391;0.26941268;0.556529702;0.378533279;0.782115117;0.453805328;1.033704898;0.407229739
519;0.067084805;0.06354534;0.195072117;0.180593444;0.177006844;0.672385114;0.148106483;0.180242647;0.637085069;0.266692998;0.114681054;1.866942521;0.762635898;0.547183242;0.178394494;0.21273301;0.259754116;0.363608235;0.357661957;0.178534028;0.37205419;0.339023932;0.163849093;0.097279029;0.215966683;0.094472363;0.819913308;0.133254004;0.469949463;0.185433712;0.09399224;0.534773732;0.208914881;0.417715569;0.451176052;0.192090891;0.289154986;0.202631327;0.683738245;0.719389551;0.571987125;1.095156287;0.698610062;0.35207149;0.31924497;0.357777941;0.440779941;1.177262013;0.468972468;0.400276315;0.452667799;0.653172296;0.335548966;0.380911277;0.317029707;0.284438271;0.34003909;0.26973568;0.55763646;0.379007866;0.781936583;0.453494662;1.033303982;0.407784714
520;0.065944509;0.062836549;0.190947669;0.177608123;0.174332428;0.667651153;0.145979188;0.1772751;0.633346889;0.262756255;0.112921148;1.856087136;0.751649845;0.540201553;0.175658287;0.2111243;0.258372854;0.361698391;0.354770692;0.175602413;0.370300198;0.333274977;0.162239825;0.095739281;0.213162683;0.093870713;0.814762676;0.132005811;0.467355123;0.184899395;0.093462469;0.531325127;0.208328445;0.415678836;0.44870448;0.191194883;0.287522413;0.201671899;0.679772741;0.719931987;0.571851896;1.093044361;0.698603402;0.352413564;0.319305044;0.357787288;0.440875101;1.177701565;0.469099221;0.400313516;0.4524131;0.654145985;0.335775422;0.381276902;0.317343418;0.284843661;0.340624536;0.269993593;0.558889363;0.379519348;0.781715496;0.453089283;1.032949739;0.408266514
